"Time (sec)","Elevation (deg)","Azimuth (deg)","Aspect Angle (deg)","Range (m)","Range Rate (m/s)"
555.96002,1.1412496,190.18655,157.92219,2704802.39328,6964.3648368
556,1.13861,190.18692,157.92739,2705080.98048,6964.3755048
557,1.0727165,190.1964,158.0375,2712045.41664,6964.632756
558,1.0069979,190.20582,157.3567,2719010.1576,6964.8793392
559,0.94145522,190.21522,155.91612,2725975.1424,6965.1146448
560,0.87608479,190.22456,153.83833,2732940.40152,6965.3401968
561,0.81088688,190.23388,151.25904,2739905.84352,6965.5550808
562,0.74585935,190.24315,148.29867,2746871.59032,6965.7592968
563,0.68100357,190.25237,145.05257,2753837.3676,6965.9531496
564,0.61631584,190.26154,141.59217,2760803.32776,6966.1360296
565,0.55179355,190.27068,137.96975,2767769.6232,6966.3082416
566,0.48743738,190.2798,134.22346,2774736.07104,6966.4694808
567,0.42324732,190.28885,130.38136,2781702.51888,6966.6206616
568,0.35921885,190.29789,126.46449,2788669.302,6966.7608696
569,0.29535405,190.30686,122.48879,2795636.08512,6966.8898
570,0.23165046,190.31581,118.46677,2802602.99016,6967.008672
571,0.16810608,190.32471,114.4038,2809570.07808,6967.1147424
572,0.10472055,190.33358,110.15792,2816537.25744,6967.2116688
573,0.041492815,190.34241,105.90453,2823504.49776,6967.298232
574,-0.02158006,190.35121,101.55014,2830471.92096,6967.3726032
